ensembl_gene_id	go_id	description	name_1006	namespace_1003	beebase
GeneID_412740	GO:0004890	ligand-gated chloride channel homolog 3	GABA-A receptor activity	molecular_function	GB45542
GeneID_412740	GO:0005216	ligand-gated chloride channel homolog 3	ion channel activity	molecular_function	GB45542
GeneID_412740	GO:0034220	ligand-gated chloride channel homolog 3	ion transmembrane transport	biological_process	GB45542
GeneID_412740	GO:1902476	ligand-gated chloride channel homolog 3	chloride transmembrane transport	biological_process	GB45542
GeneID_412740	GO:0005254	ligand-gated chloride channel homolog 3	chloride channel activity	molecular_function	GB45542
LOC550667	GO:0016491	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1	oxidoreductase activity	molecular_function	GB47043
LOC550667	GO:0050660	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1	flavin adenine dinucleotide binding	molecular_function	GB47043
LOC550667	GO:0006099	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1	tricarboxylic acid cycle	biological_process	GB47043
LOC550667	GO:0016627	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GB47043
LOC550667	GO:0022900	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1	electron transport chain	biological_process	GB47043
LOC409814	GO:0005975	beta-glucuronidase, transcript variant X1	carbohydrate metabolic process	biological_process	GB51751
LOC409814	GO:0004553	beta-glucuronidase, transcript variant X1	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GB51751
LOC726393	GO:0016021	capa receptor-like GPCR	integral component of membrane	cellular_component	GB55629
LOC726393	GO:0004930	capa receptor-like GPCR	G protein-coupled receptor activity	molecular_function	GB55629
LOC726393	GO:0007186	capa receptor-like GPCR	G protein-coupled receptor signaling pathway	biological_process	GB55629
LOC726393	GO:0001607	capa receptor-like GPCR	neuromedin U receptor activity	molecular_function	GB55629
LOC726393	GO:0016020	capa receptor-like GPCR	membrane	cellular_component	GB55629
LOC726393	GO:0005886	capa receptor-like GPCR	plasma membrane	cellular_component	GB55629
LOC726393	GO:0007165	capa receptor-like GPCR	signal transduction	biological_process	GB55629
LOC726393	GO:0007218	capa receptor-like GPCR	neuropeptide signaling pathway	biological_process	GB55629
LOC726393	GO:0008188	capa receptor-like GPCR	neuropeptide receptor activity	molecular_function	GB55629
LOC102654691	GO:0003743	eukaryotic translation initiation factor eIF1	translation initiation factor activity	molecular_function	
LOC102654691	GO:0006413	eukaryotic translation initiation factor eIF1	translational initiation	biological_process	
LOC107965266	GO:0016021	glycoprotein 3-alpha-L-fucosyltransferase A, transcript variant X2	integral component of membrane	cellular_component	
LOC107965266	GO:0006486	glycoprotein 3-alpha-L-fucosyltransferase A, transcript variant X2	protein glycosylation	biological_process	
LOC107965266	GO:0016020	glycoprotein 3-alpha-L-fucosyltransferase A, transcript variant X2	membrane	cellular_component	
LOC107965266	GO:0032580	glycoprotein 3-alpha-L-fucosyltransferase A, transcript variant X2	Golgi cisterna membrane	cellular_component	
LOC107965266	GO:0008417	glycoprotein 3-alpha-L-fucosyltransferase A, transcript variant X2	fucosyltransferase activity	molecular_function	
LOC411362	GO:0004843	ubiquitin carboxyl-terminal hydrolase 8, transcript variant X2	thiol-dependent deubiquitinase	molecular_function	GB46344
LOC411362	GO:0006511	ubiquitin carboxyl-terminal hydrolase 8, transcript variant X2	ubiquitin-dependent protein catabolic process	biological_process	GB46344
LOC411362	GO:0016579	ubiquitin carboxyl-terminal hydrolase 8, transcript variant X2	protein deubiquitination	biological_process	GB46344
LOC412948	GO:0005737	delta-1-pyrroline-5-carboxylate synthase, transcript variant X2	cytoplasm	cellular_component	GB47503
LOC412948	GO:0003824	delta-1-pyrroline-5-carboxylate synthase, transcript variant X2	catalytic activity	molecular_function	GB47503
LOC412948	GO:0016620	delta-1-pyrroline-5-carboxylate synthase, transcript variant X2	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GB47503
LOC412948	GO:0016491	delta-1-pyrroline-5-carboxylate synthase, transcript variant X2	oxidoreductase activity	molecular_function	GB47503
LOC412948	GO:0004349	delta-1-pyrroline-5-carboxylate synthase, transcript variant X2	glutamate 5-kinase activity	molecular_function	GB47503
LOC412948	GO:0006561	delta-1-pyrroline-5-carboxylate synthase, transcript variant X2	proline biosynthetic process	biological_process	GB47503
LOC412948	GO:0004350	delta-1-pyrroline-5-carboxylate synthase, transcript variant X2	glutamate-5-semialdehyde dehydrogenase activity	molecular_function	GB47503
LOC724323	GO:0003755	problable inactive peptidyl-prolyl cis-trans isomerase-like 6	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GB48580
LOC724323	GO:0000413	problable inactive peptidyl-prolyl cis-trans isomerase-like 6	protein peptidyl-prolyl isomerization	biological_process	GB48580
GeneID_406075	GO:0016021	ADP/ATP translocase	integral component of membrane	cellular_component	GB42422
GeneID_406075	GO:0055085	ADP/ATP translocase	transmembrane transport	biological_process	GB42422
GeneID_406075	GO:0005743	ADP/ATP translocase	mitochondrial inner membrane	cellular_component	GB42422
GeneID_406075	GO:0005347	ADP/ATP translocase	ATP transmembrane transporter activity	molecular_function	GB42422
GeneID_406075	GO:1990544	ADP/ATP translocase	mitochondrial ATP transmembrane transport	biological_process	GB42422
GeneID_406075	GO:0140021	ADP/ATP translocase	mitochondrial ADP transmembrane transport	biological_process	GB42422
GeneID_406075	GO:0005471	ADP/ATP translocase	ATP:ADP antiporter activity	molecular_function	GB42422
GeneID_406075	GO:0016020	ADP/ATP translocase	membrane	cellular_component	GB42422
LOC100578881	GO:0046982	histone H3.3-like type 1	protein heterodimerization activity	molecular_function	GB47484
LOC727267	GO:0015630	tektin-B1, transcript variant X1	microtubule cytoskeleton	cellular_component	GB41085
LOC727267	GO:0031514	tektin-B1, transcript variant X1	motile cilium	cellular_component	GB41085
LOC727267	GO:0060271	tektin-B1, transcript variant X1	cilium assembly	biological_process	GB41085
LOC727267	GO:0060294	tektin-B1, transcript variant X1	cilium movement involved in cell motility	biological_process	GB41085
LOC725683	GO:0016021	uncharacterized LOC725683, transcript variant X3	integral component of membrane	cellular_component	GB45860
LOC410170	GO:0007165	protein FAM13A, transcript variant X1	signal transduction	biological_process	GB50957
LOC413153	GO:0005524	uncharacterized LOC413153, transcript variant X4	ATP binding	molecular_function	GB42534
LOC413153	GO:0004672	uncharacterized LOC413153, transcript variant X4	protein kinase activity	molecular_function	GB42534
LOC413153	GO:0006468	uncharacterized LOC413153, transcript variant X4	protein phosphorylation	biological_process	GB42534
LOC100576412	GO:0005515	E3 ubiquitin-protein ligase RNF8, transcript variant X1	protein binding	molecular_function	GB44181
LOC551973	GO:0003676	cleavage and polyadenylation specificity factor subunit CG7185, transcript variant X11	nucleic acid binding	molecular_function	GB46014
LOC551973	GO:0003723	cleavage and polyadenylation specificity factor subunit CG7185, transcript variant X11	RNA binding	molecular_function	GB46014
LOC724612	GO:0008270	thyrotropin-releasing hormone-degrading ectoenzyme, transcript variant X1	zinc ion binding	molecular_function	GB43314
LOC724612	GO:0008237	thyrotropin-releasing hormone-degrading ectoenzyme, transcript variant X1	metallopeptidase activity	molecular_function	GB43314
LOC551699	GO:0016021	transmembrane protein 145, transcript variant X2	integral component of membrane	cellular_component	GB47409
LOC551699	GO:0007186	transmembrane protein 145, transcript variant X2	G protein-coupled receptor signaling pathway	biological_process	GB47409
LOC551699	GO:0019236	transmembrane protein 145, transcript variant X2	response to pheromone	biological_process	GB47409
LOC100578015	GO:0005515	centrosomal protein of 104 kDa, transcript variant X2	protein binding	molecular_function	GB44060
LOC413678	GO:0003824	serine--pyruvate aminotransferase, mitochondrial, transcript variant X2	catalytic activity	molecular_function	GB46444
LOC552283	GO:0006749	uncharacterized LOC552283	glutathione metabolic process	biological_process	GB48904
LOC552283	GO:0005515	uncharacterized LOC552283	protein binding	molecular_function	GB48904
LOC411510	GO:0003677	DNA-directed RNA polymerases I and III subunit RPAC1	DNA binding	molecular_function	GB49307
LOC411510	GO:0046983	DNA-directed RNA polymerases I and III subunit RPAC1	protein dimerization activity	molecular_function	GB49307
LOC411510	GO:0003899	DNA-directed RNA polymerases I and III subunit RPAC1	DNA-directed 5'-3' RNA polymerase activity	molecular_function	GB49307
LOC411510	GO:0006351	DNA-directed RNA polymerases I and III subunit RPAC1	transcription, DNA-templated	biological_process	GB49307
LOC411510	GO:0001056	DNA-directed RNA polymerases I and III subunit RPAC1	RNA polymerase III activity	molecular_function	GB49307
LOC411510	GO:0001054	DNA-directed RNA polymerases I and III subunit RPAC1	RNA polymerase I activity	molecular_function	GB49307
GeneID_410928	GO:0005576	venom carboxylesterase-6	extracellular region	cellular_component	GB53756
GeneID_410928	GO:0080030	venom carboxylesterase-6	methyl indole-3-acetate esterase activity	molecular_function	GB53756
GeneID_410928	GO:0016787	venom carboxylesterase-6	hydrolase activity	molecular_function	GB53756
GeneID_410928	GO:0052689	venom carboxylesterase-6	carboxylic ester hydrolase activity	molecular_function	GB53756
LOC726540	GO:0005634	DNA (cytosine-5)-methyltransferase PliMCI	nucleus	cellular_component	GB48403
LOC726540	GO:0003682	DNA (cytosine-5)-methyltransferase PliMCI	chromatin binding	molecular_function	GB48403
LOC726540	GO:0003677	DNA (cytosine-5)-methyltransferase PliMCI	DNA binding	molecular_function	GB48403
LOC726540	GO:0008270	DNA (cytosine-5)-methyltransferase PliMCI	zinc ion binding	molecular_function	GB48403
LOC726540	GO:0008168	DNA (cytosine-5)-methyltransferase PliMCI	methyltransferase activity	molecular_function	GB48403
LOC726540	GO:0003886	DNA (cytosine-5)-methyltransferase PliMCI	DNA (cytosine-5-)-methyltransferase activity	molecular_function	GB48403
LOC726540	GO:0090116	DNA (cytosine-5)-methyltransferase PliMCI	C-5 methylation of cytosine	biological_process	GB48403
LOC413378	GO:0006913	NTF2-related export protein, transcript variant X2	nucleocytoplasmic transport	biological_process	GB55013
LOC102656465	GO:0005525	guanine nucleotide-binding protein G(o) subunit alpha, transcript variant X1	GTP binding	molecular_function	
LOC102656465	GO:0003924	guanine nucleotide-binding protein G(o) subunit alpha, transcript variant X1	GTPase activity	molecular_function	
LOC102656465	GO:0007165	guanine nucleotide-binding protein G(o) subunit alpha, transcript variant X1	signal transduction	biological_process	
LOC102656465	GO:0031683	guanine nucleotide-binding protein G(o) subunit alpha, transcript variant X1	G-protein beta/gamma-subunit complex binding	molecular_function	
LOC102656465	GO:0007188	guanine nucleotide-binding protein G(o) subunit alpha, transcript variant X1	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	biological_process	
LOC102656465	GO:0007186	guanine nucleotide-binding protein G(o) subunit alpha, transcript variant X1	G protein-coupled receptor signaling pathway	biological_process	
LOC102656465	GO:0019001	guanine nucleotide-binding protein G(o) subunit alpha, transcript variant X1	guanyl nucleotide binding	molecular_function	
LOC408264	GO:0016021	netrin receptor UNC5C, transcript variant X9	integral component of membrane	cellular_component	GB47918
LOC408264	GO:0007165	netrin receptor UNC5C, transcript variant X9	signal transduction	biological_process	GB47918
LOC408264	GO:0005042	netrin receptor UNC5C, transcript variant X9	netrin receptor activity	molecular_function	GB47918
LOC408264	GO:0038007	netrin receptor UNC5C, transcript variant X9	netrin-activated signaling pathway	biological_process	GB47918
LOC408264	GO:0005515	netrin receptor UNC5C, transcript variant X9	protein binding	molecular_function	GB47918
LOC725957	GO:0016021	Krueppel homolog 2	integral component of membrane	cellular_component	GB55373
LOC102655282	GO:0070286	protein PIH1D3	axonemal dynein complex assembly	biological_process	
LOC102655282	GO:0051087	protein PIH1D3	chaperone binding	molecular_function	
LOC409406	GO:0006913	probable nuclear transport factor 2, transcript variant X1	nucleocytoplasmic transport	biological_process	GB49159
LOC412398	GO:0030867	macoilin-1, transcript variant X1	rough endoplasmic reticulum membrane	cellular_component	GB51713
LOC412398	GO:0023041	macoilin-1, transcript variant X1	neuronal signal transduction	biological_process	GB51713
